paper_title,DOI,year,Provenance,Ref,Feedstock,Family_std,C_feed_wt_pct,H_feed_wt_pct,O_feed_wt_pct,N_feed_wt_pct,S_feed_wt_pct,Ash_feed_wt_pct,Lignin_feed_wt_pct,Cellulose_feed_wt_pct,Hemicellulose_feed_wt_pct,Extractives_feed_wt_pct,LCH_total_wt_pct,Lignin_share_pct,Holo_share_pct,Lignin_from_LCH_wt_pct,Cellulose_from_LCH_wt_pct,Hemicellulose_from_LCH_wt_pct,Moisture_min_wt_pct_ar,Moisture_max_wt_pct_ar,O_C_feed_molar,H_C_feed_molar,HHV_feed_MJ_per_kg,LRI,LRI_imputed,sum_LCH_wt_pct,sum_CHONSAsh_wt_pct,sum_CHONS_wt_pct,LCH_closure_flag,process_type,process_subtype,reactor,atmosphere,solvent_or_medium,T_reaction_C,t_residence_min,t_ramp_min,IC_feed_wt_pct_slurry,pressure_reaction_MPa,heating_rate_C_per_min,stirring_rpm,water_biomass_ratio_kg_kg,catalyst,cat_biomass_ratio_kg_kg,yield_basis,separation_method,Yield_biooil_wt_pct,Yield_char_wt_pct,Yield_aqueous_wt_pct,Yield_gas_wt_pct,Yield_gas_water_wt_pct,Energy_yield_biooil_pct,Energy_yield_char_pct,Carbon_yield_biooil_pct,Carbon_yield_char_pct,HHV_biooil_MJ_per_kg,C_biooil_wt_pct,H_biooil_wt_pct,O_biooil_wt_pct,N_biooil_wt_pct,S_biooil_wt_pct,O_C_biooil_molar,H_C_biooil_molar,HHV_char_MJ_per_kg,C_char_wt_pct,H_char_wt_pct,O_char_wt_pct,N_char_wt_pct,S_char_wt_pct,O_C_char_molar,H_C_char_molar,LCH_total_imputed_wt_pct,Lignin_share_imputed_pct,C_Note,C_method,O/C_Note,OC_method,H/C_Note,HC_method,t_note,HHV_feedstock_method,HHV_feedstock_imputed,HHV_biooil_method,HHV_biochar_method,S_method,S_biooil_method,S_biochar_method,Lignin_method,Lignin_imputed,cellulose_method,cellulose_imputed,hemicellulose_method,hemicellulose_imputed,Ash_method,Ash_imputed,LRI_imputed_source,LCH_total_imputed_source,Lignin_share_imputed_source
Liquefaction of sugar cane bagasse with formate and water,https://doi.org/10.1016/0016-2361(82)90217-4,1982,Main tables,Schuchardt_1981_Bagasse,Sugar cane bagasse,Agricultural Residues,44.8,5.9,47.4,,,1.9,22.3,47.15428571428571,25.55619047619048,,95.0104761904762,0.23471095919246998,0.76528904080753,,,,,,0.7935267857142858,1.580357142857143,15.12,0.521,0.521,95.0104761904762,100.0,98.1,OK,Hydrothermal,HTC,200 mL stainless-steel rocking autoclave,Argon (inert),Water,140.0,15.0,,9.09090909090909,Initial Ar 5 MPa; final 12 MPa,,,11.0,NaHCOO,0.5,wt% of feed carbon,Open after cool; heavy oil washed/extracted with chloroform; evaporate solvent; oil dried in vacuo 30 min (RT); aq filtered; residue dried 120 °C 1 h; water evaporated for unextractables.,,,,,,,,0.4,,,68.7,7.8,,,,,0.1135371179039301,,,,,,,,,95.0104761904762,0.23471095919246998,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,"Feedstock_DB_mean (Sugarcane bagasse, n=42)",True,"Feedstock_DB_mean (Sugarcane bagasse, n=42)",True,,False,formula,formula,formula
Liquefaction of sugar cane bagasse with formate and water,https://doi.org/10.1016/0016-2361(82)90217-4,1982,Main tables,Schuchardt_1981_Bagasse,Sugar cane bagasse,Agricultural Residues,44.8,5.9,47.4,,,1.9,22.3,47.15428571428571,25.55619047619048,,95.0104761904762,0.23471095919246998,0.76528904080753,,,,,,0.7935267857142858,1.580357142857143,15.12,0.521,0.521,95.0104761904762,100.0,98.1,OK,Hydrothermal,HTC,200 mL stainless-steel rocking autoclave,Carbon monoxide,Water,140.0,15.0,,9.09090909090909,Initial CO 5.5 MPa; final 12.5 MPa,,,11.0,Ca(OH)2,0.5,wt% of feed carbon,Open after cool; heavy oil washed/extracted with chloroform; evaporate solvent; oil dried in vacuo 30 min (RT); aq filtered; residue dried 120 °C 1 h; water evaporated for unextractables.,,,,,,,,0.24,,,65.3,7.5,,,,,0.114854517611026,,,,,,,,,95.0104761904762,0.23471095919246998,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,"Feedstock_DB_mean (Sugarcane bagasse, n=42)",True,"Feedstock_DB_mean (Sugarcane bagasse, n=42)",True,,False,formula,formula,formula
Liquefaction of sugar cane bagasse with formate and water,https://doi.org/10.1016/0016-2361(82)90217-4,1982,Main tables,Schuchardt_1981_Bagasse,Sugar cane bagasse,Agricultural Residues,44.8,5.9,47.4,,,1.9,22.3,47.15428571428571,25.55619047619048,,95.0104761904762,0.23471095919246998,0.76528904080753,,,,,,0.7935267857142858,1.580357142857143,15.12,0.521,0.521,95.0104761904762,100.0,98.1,OK,Hydrothermal,HTC,200 mL stainless-steel rocking autoclave,Argon (inert),Water,140.0,15.0,,9.09090909090909,Initial Ar 8 MPa; final 19 MPa,,,11.0,Ca(OH)2,0.5,wt% of feed carbon,Open after cool; heavy oil washed/extracted with chloroform; evaporate solvent; oil dried in vacuo 30 min (RT); aq filtered; residue dried 120 °C 1 h; water evaporated for unextractables.,,,,,,,,0.15,,,65.4,7.1,,,,,0.1085626911314984,,,,,,,,,95.0104761904762,0.23471095919246998,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,"Feedstock_DB_mean (Sugarcane bagasse, n=42)",True,"Feedstock_DB_mean (Sugarcane bagasse, n=42)",True,,False,formula,formula,formula
Effect of hydrogen peroxide on the depolymerization of prot lignin,https://doi.org/10.1016/j.indcrop.2020.112355,2020,Tables 1-4,Ref_Kumar_2020_ProtLignin,Protobind 1000 lignin,Lignin-rich Streams (Technical),61.0,7.0,27.0,0.0,2.0,3.0,93.0,0.0,0.0,0.0,93.0,1.0,0.0,,,,,,0.33196721311475413,1.3770491803278688,26.05,0.999,0.999,93.0,100.0,97.0,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,N2 (inert) + 1.0 mL 30% H2O2,Water/Ethanol (1:1 mass ratio),140.0,60.0,,9.0,autogenic,5.0,,11.111,none,0.0,wt% of dry lignin,Filtration + solvent evaporation,79.0,6.8,,14.3,,,,,,,,,,,,,,,,,,,,,,93.0,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
"Effect of cobalt on titania, ceria and zirconia oxide supported catalysts on the oxidative depolymerization of prot and alkali lignin",https://doi.org/10.1016/j.biortech.2019.122589,2020,primaly from ; Table 4 product yields,Ref_Kumar_2020_BioresourTech_Prot_Alkali,Prot lignin (Protobind 1000),Lignin-rich Streams (Technical),61.0,7.0,27.0,0.0,2.0,3.0,93.0,0.0,0.0,,93.0,1.0,0.0,,,,,,0.33196721311475413,1.3770491803278688,26.05,0.999,0.999,93.0,100.0,97.0,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,"O2 (5 bar initial, purged 4x)",Methanol,140.0,60.0,,10.0,"5 bar O2, autogenic total",5.0,,10.0,none,0.0,wt% of feed lignin,Filtration + MeOH workup; Na2SO4 drying,65.0,16.2,,18.8,,,,,,,,,,,,,,,,,,,,,,93.0,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
"Effect of cobalt on titania, ceria and zirconia oxide supported catalysts on the oxidative depolymerization of prot and alkali lignin",https://doi.org/10.1016/j.biortech.2019.122589,2020,primaly from ; Table 4 product yields,Ref_Kumar_2020_BioresourTech_Prot_Alkali,Prot lignin (Protobind 1000),Lignin-rich Streams (Technical),61.0,7.0,27.0,0.0,2.0,3.0,93.0,0.0,0.0,,93.0,1.0,0.0,,,,,,0.33196721311475413,1.3770491803278688,26.05,0.999,0.999,93.0,100.0,97.0,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,"O2 (5 bar initial, purged 4x)",Methanol,140.0,60.0,,10.0,"5 bar O2, autogenic total",5.0,,10.0,Co/TiO2,0.1,wt% of feed lignin,Filtration + MeOH workup; Na2SO4 drying,74.0,11.9,,14.1,,,,,,,,,,,,,,,,,,,,,,93.0,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
"Effect of cobalt on titania, ceria and zirconia oxide supported catalysts on the oxidative depolymerization of prot and alkali lignin",https://doi.org/10.1016/j.biortech.2019.122589,2020,primaly from ; Table 4 product yields,Ref_Kumar_2020_BioresourTech_Prot_Alkali,Prot lignin (Protobind 1000),Lignin-rich Streams (Technical),61.0,7.0,27.0,0.0,2.0,3.0,93.0,0.0,0.0,,93.0,1.0,0.0,,,,,,0.33196721311475413,1.3770491803278688,26.05,0.999,0.999,93.0,100.0,97.0,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,"O2 (5 bar initial, purged 4x)",Methanol,140.0,60.0,,10.0,"5 bar O2, autogenic total",5.0,,10.0,Co/CeO2,0.1,wt% of feed lignin,Filtration + MeOH workup; Na2SO4 drying,78.0,13.4,,8.6,,,,,,,,,,,,,,,,,,,,,,93.0,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
"Effect of cobalt on titania, ceria and zirconia oxide supported catalysts on the oxidative depolymerization of prot and alkali lignin",https://doi.org/10.1016/j.biortech.2019.122589,2020,primaly from ; Table 4 product yields,Ref_Kumar_2020_BioresourTech_Prot_Alkali,Prot lignin (Protobind 1000),Lignin-rich Streams (Technical),61.0,7.0,27.0,0.0,2.0,3.0,93.0,0.0,0.0,,93.0,1.0,0.0,,,,,,0.33196721311475413,1.3770491803278688,26.05,0.999,0.999,93.0,100.0,97.0,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,"O2 (5 bar initial, purged 4x)",Methanol,140.0,60.0,,10.0,"5 bar O2, autogenic total",5.0,,10.0,Co/ZrO2,0.1,wt% of feed lignin,Filtration + MeOH workup; Na2SO4 drying,70.0,15.8,,14.2,,,,,,,,,,,,,,,,,,,,,,93.0,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
"Effect of cobalt on titania, ceria and zirconia oxide supported catalysts on the oxidative depolymerization of prot and alkali lignin",https://doi.org/10.1016/j.biortech.2019.122589,2020,primaly from ; Table 4 product yields,Ref_Kumar_2020_BioresourTech_Prot_Alkali,Alkali lignin (Sigma Aldrich),Lignin-rich Streams (Technical),60.0,7.2,27.3,0.0,2.9,2.6,91.2,0.0,0.0,,91.2,1.0,0.0,,,,,,0.34125,1.44,26.03,0.982,0.982,91.2,100.0,97.4,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,"O2 (5 bar initial, purged 4x)",Methanol,140.0,60.0,,10.0,"5 bar O2, autogenic total",5.0,,10.0,none,0.0,wt% of feed lignin,Filtration + MeOH workup; Na2SO4 drying,54.2,44.2,,1.6,,,,,,,,,,,,,,,,,,,,,,91.2,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
"Effect of cobalt on titania, ceria and zirconia oxide supported catalysts on the oxidative depolymerization of prot and alkali lignin",https://doi.org/10.1016/j.biortech.2019.122589,2020,primaly from ; Table 4 product yields,Ref_Kumar_2020_BioresourTech_Prot_Alkali,Alkali lignin (Sigma Aldrich),Lignin-rich Streams (Technical),60.0,7.2,27.3,0.0,2.9,2.6,91.2,0.0,0.0,,91.2,1.0,0.0,,,,,,0.34125,1.44,26.03,0.982,0.982,91.2,100.0,97.4,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,"O2 (5 bar initial, purged 4x)",Methanol,140.0,60.0,,10.0,"5 bar O2, autogenic total",5.0,,10.0,Co/TiO2,0.1,wt% of feed lignin,Filtration + MeOH workup; Na2SO4 drying,59.8,38.6,,1.6,,,,,,,,,,,,,,,,,,,,,,91.2,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
"Effect of cobalt on titania, ceria and zirconia oxide supported catalysts on the oxidative depolymerization of prot and alkali lignin",https://doi.org/10.1016/j.biortech.2019.122589,2020,primaly from ; Table 4 product yields,Ref_Kumar_2020_BioresourTech_Prot_Alkali,Alkali lignin (Sigma Aldrich),Lignin-rich Streams (Technical),60.0,7.2,27.3,0.0,2.9,2.6,91.2,0.0,0.0,,91.2,1.0,0.0,,,,,,0.34125,1.44,26.03,0.982,0.982,91.2,100.0,97.4,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,"O2 (5 bar initial, purged 4x)",Methanol,140.0,60.0,,10.0,"5 bar O2, autogenic total",5.0,,10.0,Co/CeO2,0.1,wt% of feed lignin,Filtration + MeOH workup; Na2SO4 drying,60.2,35.4,,4.4,,,,,,,,,,,,,,,,,,,,,,91.2,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
"Effect of cobalt on titania, ceria and zirconia oxide supported catalysts on the oxidative depolymerization of prot and alkali lignin",https://doi.org/10.1016/j.biortech.2019.122589,2020,primaly from ; Table 4 product yields,Ref_Kumar_2020_BioresourTech_Prot_Alkali,Alkali lignin (Sigma Aldrich),Lignin-rich Streams (Technical),60.0,7.2,27.3,0.0,2.9,2.6,91.2,0.0,0.0,,91.2,1.0,0.0,,,,,,0.34125,1.44,26.03,0.982,0.982,91.2,100.0,97.4,OK,Hydrothermal,HTC,50 mL Teflon-lined batch autoclave,"O2 (5 bar initial, purged 4x)",Methanol,140.0,60.0,,10.0,"5 bar O2, autogenic total",5.0,,10.0,Co/ZrO2,0.1,wt% of feed lignin,Filtration + MeOH workup; Na2SO4 drying,53.2,45.6,,1.2,,,,,,,,,,,,,,,,,,,,,,91.2,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
Hydrothermal Carbonization (HTC) of Biomass for Energy Applications,10.1201/9781315153735-8,2018,"Table 3 - Reference: Parshetti et al., 2013","Parshetti et al., 2013",Palm empty fruit bunches,Agricultural Residues,41.81,5.73,45.71,,,6.75,21.8,33.41898107663022,26.33109168698861,,81.55007276361883,0.2673204236517301,0.7326795763482699,,,,,,0.8199593398708442,1.6445826357330782,14.17,0.495,0.495,81.55007276361883,100.0,93.25,OK,Hydrothermal,HTC,,autogenic,Water,150.0,20.0,,10.0,autogenic,,,10.0,none,0.0,"wt% of dry, ash-free feedstock",Filtration,,76.0,,,,,15.2,,,,,,,,,,,16.74,,,,,,,,81.55007276361883,0.2673204236517301,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,"Feedstock_DB_mean (Oil palm EFB, n=22)",True,"Feedstock_DB_mean (Oil palm EFB, n=22)",True,,False,formula,formula,formula
Enhanced bio-crude yield and quality by reductive hydrothermal liquefaction of oak wood biomass: Effect of iron addition,10.1016/j.enconman.2019.03.027,2019,,,Oak wood,Woody Biomass / Hardwood,50.2,7.0,42.8,,,2.0,32.0,38.1,23.0,6.9,93.1,0.34371643394199786,0.6562835660580022,,,,7.0,15.0,0.6394422310756971,1.6733067729083664,19.36,0.623,0.623,93.1,102.0,100.0,OK,Hydrothermal,HTC,SS tubular microreactor (10 mL),,Water,150.0,15.0,,16.666666666666664,autogenic,60.0,130.0,5.0,none,0.0,wt% of dry feedstock,venting + filtration + acetone extraction,0.0,78.6,19.110000000000007,2.29,21.40000000000001,,,,,,,,,,,,,,,,,,,,,93.1,0.34371643394199786,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,0.0,,2.0,50 bar (N2 headspace; autogenic during run),,,50.0,none,0.0,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,1.31,,,15.73,,0.364704,,0.00820715,,27.84,62.65,7.67,29.68,,,0.356,0.1224261771747805,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,0.0,,2.0,120 bar (N2 headspace; autogenic during run),,,50.0,Ni–Co/Al–Mg,0.25,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,0.32,,,14.99,,0.088704,,0.00204192,,27.72,63.81,7.17,29.02,,,0.341,0.1123648330982604,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,120.0,,2.0,50 bar (N2 headspace; autogenic during run),,,50.0,Ni–Co/Al–Mg,0.25,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,2.27,,,21.36,,0.408373,,0.00858741,,17.99,37.83,8.75,53.43,,,1.06,0.2312979117102828,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,120.0,,2.0,120 bar (N2 headspace; autogenic during run),,,50.0,Ni–Co/Al–Mg,0.25,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,1.17,,,22.14,,0.3213989999999999,,0.0074060999999999,,27.47,63.3,7.15,29.55,,,0.35,0.112954186413902,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,60.0,,2.0,120 bar (N2 headspace; autogenic during run),,,50.0,Ni–Co/Al–Mg,0.125,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,19.5,,,51.28,,3.905850000000001,,0.0986505,,20.03,50.59,5.83,43.58,,,0.647,0.1152401660407195,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,0.0,,2.0,120 bar (N2 headspace; autogenic during run),,,50.0,none,0.0,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,1.39,,,11.63,,0.3922579999999999,,0.00898913,,28.22,64.67,7.26,28.08,,,0.326,0.1122622545229627,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,120.0,,2.0,50 bar (N2 headspace; autogenic during run),,,50.0,none,0.0,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,1.41,,,28.34,,0.372381,,0.00868701,,26.41,61.61,6.92,31.46,,,0.383,0.1123194286641778,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,120.0,,2.0,120 bar (N2 headspace; autogenic during run),,,50.0,none,0.0,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,1.65,,,28.46,,0.33528,,0.00800745,,20.32,48.53,6.79,44.69,,,0.691,0.1399134555944776,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
"Production of bio-fuels and chemicals by microwave-assisted, catalytic hydrothermal liquefaction (MAC-HTL) of a mixture of pine and spruce biomass",https://doi.org/10.1039/c8gc03244k,2018,Table 3,REMON2018_MACHTL,Pine + Spruce pellets (mixture),Mixed Biomass,47.75,6.2,46.05,,,1.37,9.2,62.42,27.01,,98.63000000000001,0.09327790733042683,0.9067220926695732,,,,,,0.7232984293193717,1.5581151832460733,16.79,0.533,0.533,98.63,101.37,100.0,OK,Hydrothermal,HTC,"Microwave batch (Milestone Synth-Wave), PTFE-lined SS, 1 L",N2,Water,150.0,0.0,,2.0,50 bar (N2 headspace; autogenic during run),,,50.0,Ni–Co/Al–Mg,0.25,wt% of dry biomass,LLE: CHCl3 then EtOAc; Schlenk dry,5.56,,,7.52,,0.2418599999999999,,0.0011676,,4.35,2.1,10.72,87.18,,,31.162,5.104761904761905,,,,,,,,,98.63000000000001,0.09327790733042683,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
Liquefaction of sawdust in hot compressed ethanol for the production of bio-oils,https://doi.org/10.1016/j.psep.2012.01.001,2012,Tables 1 and 2,Xu_2012_PSEP,Sawdust,Unknown,46.61,6.63,46.76,,,0.27,21.91,36.45,14.18,15.0,72.53999999999999,0.3020402536531569,0.6979597463468431,,,,,,0.7524136451405278,1.7069298433812485,16.9,0.544,0.544,72.53999999999999,100.27,100.0,OK,Hydrothermal,HTC,100 mL stainless-steel autoclave,,Glycerol/Ethanol (5/10 g),150.0,60.0,,13.33,autogenic,25.0,,7.502,H2SO4,0.025,wt% of (sawdust+glycerol) feed (Xu 2012 definition),Filtration + solvent evaporation,84.6,53.8,,,,,,,,,,,,,,,,,,,,,,,,72.53999999999999,0.3020402536531569,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
Valorization of loquat seeds by hydrothermal carbonization for the production of hydrochars and aqueous phases as added-value products,10.1016/j.jenvman.2023.118612,2023,Kalderis_2023_LS_HTC,Kalderis_2023_JEnvMan_HTC_LoquatSeeds,Loquat seeds,Agricultural Residues,43.67,6.17,47.26,1.4,0.09,2.8,15.37,22.65,49.35,9.83,87.37,0.17591850749685245,0.8240814925031476,,,,,,0.8116555988092512,1.6954430959468743,15.16,0.496,0.496,87.37,101.39,98.59,OK,Hydrothermal,HTC,150 mL Teflon-lined stainless-steel batch reactor,Autogenic (no external gas added),Water,150.0,120.0,,11.11111111111111,5 bar (autogenic),,,9.0,none,0.0,wt% of dry feedstock,"Vacuum filtration, washing with water and ethanol, drying at 80 °C",,13.22,,,,,2.530308,,0.06657592,,,,,,,,,19.14,50.36,4.97,41.04,2.71,0.12,0.612,1.176,87.37,0.17591850749685245,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,reported,,False,,False,,False,,False,formula,formula,formula
